kind,usingTime,brandName,money,performance,mile,where
轿车,0,奔驰E级新能源,433800,1.95,89,重庆
轿车,0,奔驰A级,199800,1.18,66,西安
轿车,0,奔驰E级新能源,438000,1.17,60,南宁
轿车,2,奔驰A级,152800,1.16,459,嘉兴
轿车,7,奔驰C级(进口),199000,2.04,800,北京
轿车,0,奔驰A级,205799,1.17,86,南京
轿车,3,奔驰C级AMG,638000,1.01,190,北京
轿车,2,奔驰A级,179800,1.13,110,天津
轿车,1,奔驰E级新能源,428800,1.32,218,佛山
轿车,1,奔驰E级新能源,396800,1.42,130,莆田
轿车,0,奔驰E级新能源,449799,1.17,40,三亚
轿车,1,奔驰E级新能源,407800,1.24,110,徐州
轿车,2,奔驰C级(进口),299800,1.72,388,石家庄
轿车,1,奔驰A级,196000,1.36,26,石家庄
轿车,7,奔驰C级(进口),188800,2.51,960,漳州
轿车,0,奔驰E级新能源,443000,1.95,170,西安
轿车,2,奔驰A级,176000,1.91,337,成都
轿车,1,奔驰E级新能源,418000,1.14,115,青岛
轿车,2,奔驰A级,158800,1.9,323,宁波
轿车,1,奔驰E级新能源,426800,1.74,97,嘉兴
轿车,1,奔驰A级,188000,1.67,370,西安
轿车,0,奔驰E级新能源,459000,1.72,1,北京
轿车,3,奔驰A级,168000,2.81,570,西安
轿车,1,宝马M3,898000,1.29,100,深圳
轿车,1,奔驰E级新能源,421800,1.68,133,徐州
轿车,3,奔驰A级,165000,2.33,600,北京
轿车,1,奔驰E级新能源,399000,1.71,100,杭州
轿车,1,宝马M3,939800,1.74,70,北京
轿车,1,宝马M3,1038000,1.75,70,东莞
轿车,2,奔驰A级,175000,1.82,50,泉州
轿车,1,宝马M3,858000,1.51,100,金华
轿车,3,奔驰A级,156900,1.72,240,广州
轿车,2,奔驰A级,195799,1.18,200,北京
轿车,6,奔驰C级(进口),189000,2.69,780,无锡
轿车,2,奔驰A级,178000,1.2,240,成都
轿车,6,宝马M3,493800,1.8,590,成都
轿车,3,奔驰C级(进口),249800,1.15,390,成都
轿车,2,奔驰A级,201800,1.12,229,成都
轿车,2,奔驰C级(进口),295000,1.24,229,成都
轿车,0,奔驰E级新能源,429000,1.53,120,武汉
轿车,1,奔驰A级,195799,1.84,300,昆明
轿车,2,奔驰A级,199800,2.52,500,贵阳
轿车,2,奔驰A级,183800,1.83,400,长沙
轿车,0,奔驰E级新能源,428000,1.58,80,广州
轿车,2,奔驰A级,168800,2.97,620,成都
轿车,1,奔驰A级,196800,1.84,90,成都
轿车,3,奔驰C级(进口),258800,1.83,300,上海
轿车,2,奔驰A级,186800,1.4,330,重庆
轿车,6,奔驰C级(进口),195799,2.67,580,南京
轿车,2,奔驰A级,168000,2.76,520,济南
轿车,3,奔驰A级,188000,1.55,290,杭州
轿车,2,奔驰A级,189000,1.83,180,广州
轿车,6,宝马M3,398000,1.53,400,成都
轿车,0,奔驰A级,215000,1.75,80,昆明
轿车,1,奔驰A级,170000,1.94,70,阜阳
轿车,2,奔驰A级,183000,1.99,210,阜阳
轿车,0,奔驰E级新能源,428000,1.56,44,潍坊
轿车,1,宝马M3,880000,1.37,170,广州
轿车,3,奔驰A级,158000,1.42,370,常州
轿车,1,奔驰A级,185000,1.88,42,青岛
轿车,1,宝马M3,928000,1.85,100,杭州
轿车,3,奔驰C级(进口),275000,1.14,390,温州
轿车,2,奔驰A级,178000,1.05,200,重庆
轿车,1,奔驰A级,203800,1.06,100,丽水
轿车,2,奔驰A级,179800,1.39,400,哈尔滨
轿车,1,奔驰E级新能源,459799,1.06,110,济南
轿车,1,奔驰A级,202800,1.77,120,台州
轿车,2,奔驰A级,193000,1.85,420,泉州
轿车,2,奔驰A级,185000,1.33,370,杭州
轿车,7,奔驰C级(进口),205000,2.83,890,哈尔滨
轿车,2,奔驰A级,189800,1.48,260,福州
轿车,4,奔驰C级(进口),248000,2.42,620,重庆
轿车,1,奔驰A级,193800,1.32,110,佛山
轿车,3,奔驰A级,168000,2.65,580,淮安
轿车,2,奔驰A级,196000,1.41,290,龙岩
轿车,4,奔驰C级(进口),258000,2.01,720,临沂
轿车,1,宝马M3,988800,1.49,1,深圳
轿车,2,奔驰A级,188000,1.18,290,济南
轿车,3,奔驰A级,165799,2.82,620,重庆
轿车,3,奔驰A级,168000,2.04,580,中山
轿车,0,奔驰A级,208000,1.06,69,合肥
轿车,1,奔驰A级,198000,1.17,160,丽水
轿车,1,奔驰A级,179800,1.15,100,青岛
轿车,1,奔驰E级新能源,429000,1.25,170,泉州
轿车,1,奔驰A级,203800,1.82,84,成都
轿车,1,奔驰A级,177000,1.63,180,成都
轿车,1,奔驰E级新能源,438000,1.93,80,东莞
轿车,0,奔驰E级新能源,458000,1.25,1,合肥
轿车,1,宝马M3,839800,1.18,66,无锡
轿车,1,奔驰A级,199800,1.86,200,合肥
轿车,2,奔驰A级,157800,1.91,382,长沙
轿车,3,奔驰A级,181800,1.84,390,郑州
轿车,0,奔驰E级新能源,435800,1.04,100,成都
轿车,2,奔驰A级,156800,1.22,390,成都
轿车,1,奔驰A级,199000,1.3,95,郑州
轿车,3,奔驰A级,177000,1.95,170,上海
轿车,3,奔驰A级,139900,1.31,258,成都
轿车,1,奔驰E级新能源,418000,1.3,117,青岛
轿车,1,奔驰E级新能源,418000,1.54,81,青岛
轿车,0,奔驰A级,205799,1.82,56,青岛
轿车,3,奔驰A级,168000,1.47,459,中山
轿车,3,奔驰A级,146000,1.48,400,深圳
轿车,2,奔驰A级,168000,1.09,240,深圳
轿车,3,奔驰A级,159800,1.73,320,杭州
轿车,1,奔驰E级新能源,459799,1.53,1,沈阳
轿车,1,奔驰A级,165799,1.06,70,上海
轿车,1,奔驰E级新能源,423800,1.83,70,深圳
轿车,2,奔驰A级,168000,1.15,200,南京
轿车,1,奔驰E级新能源,418800,1.58,240,杭州
轿车,1,奔驰E级新能源,428800,1.19,90,杭州
轿车,1,奔驰A级,169800,1.31,290,无锡
轿车,3,奔驰C级AMG,577000,1.48,390,北京
轿车,2,奔驰A级,188800,1.52,200,郑州
轿车,1,宝马M3,898800,1.85,100,武汉
轿车,2,奔驰A级,189800,1.43,400,无锡
轿车,0,奔驰A级,198800,1.07,220,马鞍山
轿车,7,奔驰C级(进口),216000,2.48,720,北京
轿车,0,奔驰E级新能源,442800,1.85,140,苏州
轿车,1,奔驰E级新能源,429799,1.63,110,无锡
轿车,2,奔驰A级,159800,2,640,无锡
轿车,2,奔驰A级,185799,1.54,227,南京
轿车,1,宝马M3,888000,1.99,200,杭州
轿车,3,奔驰A级,175000,1.94,450,深圳
轿车,1,奔驰E级新能源,448000,1.79,80,天津
轿车,2,奔驰C级(进口),329799,1.95,60,济南
轿车,1,奔驰A级,178800,1.19,200,东莞
轿车,1,奔驰A级,191000,1.26,168,无锡
轿车,0,奔驰E级新能源,419000,1.22,243,成都
轿车,0,奔驰E级新能源,438000,1.34,8,北京
轿车,2,奔驰A级,186000,1.8,420,无锡
轿车,2,奔驰A级,189000,1.38,340,沈阳
轿车,1,奔驰E级新能源,386800,1.09,90,厦门
轿车,1,奔驰A级,195000,1.38,140,北京
轿车,2,奔驰A级,169800,1.03,200,成都
轿车,3,奔驰C级AMG,568000,1.39,120,沈阳
轿车,3,奔驰A级,168000,1.93,470,南京
轿车,1,宝马M3,928000,1.48,63,上海
轿车,2,奔驰A级,158800,1.62,190,东莞
轿车,3,奔驰A级,181800,1.49,360,厦门
轿车,8,宝马M3,438000,1.2,700,青岛
轿车,1,奔驰A级,168000,1.58,140,重庆
轿车,2,奔驰C级(进口),298800,1.38,231,南昌
轿车,0,奔驰E级新能源,445800,1.8,260,北京
轿车,3,奔驰A级,170200,1.94,438,合肥
轿车,3,奔驰A级,154800,1.62,105,合肥
轿车,3,奔驰A级,174500,1.36,450,合肥
轿车,2,奔驰A级,181200,1.23,440,合肥
轿车,0,奔驰A级,213800,1.85,60,常州
轿车,1,奔驰A级,193800,1.51,190,武汉
轿车,2,奔驰A级,175000,1.49,336,西安
轿车,2,奔驰A级,168000,1.78,200,长沙
轿车,2,奔驰A级,183200,1.61,247,合肥
轿车,0,奔驰A级,213800,1.49,210,东莞
轿车,0,奔驰E级新能源,449799,1.36,160,南京
轿车,0,奔驰E级新能源,423800,1.56,140,天津
轿车,1,奔驰A级,205000,1.99,108,徐州
轿车,7,奔驰C级(进口),218800,2.83,934,佛山
轿车,3,奔驰A级,178800,1.59,430,长沙
轿车,1,奔驰E级新能源,438000,1.52,120,东莞
轿车,2,奔驰A级,162300,1.37,233,合肥
轿车,1,奔驰E级新能源,438000,1.07,90,东莞
轿车,6,奔驰C级(进口),186200,1.36,390,南宁
轿车,1,奔驰E级新能源,438000,1.99,60,东莞
轿车,1,奔驰A级,208000,1.61,120,台州
轿车,1,奔驰E级新能源,418000,1.18,115,青岛
轿车,2,奔驰C级(进口),275800,1.78,222,杭州
轿车,3,奔驰A级,175000,2.62,543,大连
轿车,3,奔驰A级,154000,1.89,438,西安
轿车,1,奔驰A级,175799,1.2,160,郑州
轿车,1,奔驰A级,179800,1.21,140,南宁
轿车,2,奔驰A级,182800,2.43,540,武汉
轿车,3,奔驰A级,188800,1.27,330,郑州
轿车,1,奔驰A级,205799,1.04,90,长春
轿车,2,奔驰A级,165799,1.34,210,成都
轿车,2,奔驰A级,175000,1.43,190,徐州
轿车,1,奔驰A级,195100,1.82,110,三明
轿车,0,奔驰A级,178000,1.44,5,西安
轿车,2,奔驰A级,183800,1.26,80,南京
轿车,2,奔驰A级,186000,1.92,339,合肥
轿车,2,奔驰A级,178000,1.91,180,南宁
轿车,1,奔驰E级新能源,419000,1.22,86,合肥
轿车,0,奔驰A级,203900,1.43,101,合肥
轿车,1,奔驰A级,209000,1.56,53,合肥
轿车,1,奔驰A级,205000,1.18,112,合肥
轿车,0,奔驰A级,208000,1.14,52,合肥
轿车,3,奔驰A级,199800,1.48,300,贵阳
轿车,2,奔驰C级(进口),288000,1.84,20,厦门
轿车,4,奔驰C级(进口),248800,1.32,440,上海
轿车,0,奔驰E级新能源,446000,1.97,40,西安
轿车,3,奔驰A级,169800,2.6,610,杭州
轿车,3,奔驰A级,163800,2.31,660,南昌
轿车,3,奔驰A级,147800,1.92,200,东莞
轿车,1,奔驰E级新能源,449799,1.03,1,沈阳
轿车,0,奔驰E级新能源,439799,1.05,45,扬州
轿车,6,宝马M3,395800,1.48,700,苏州
轿车,1,奔驰E级新能源,453800,1.17,1,沈阳
轿车,8,宝马M3,368000,1.15,1000,无锡
轿车,0,奔驰E级新能源,435800,1.94,43,杭州
轿车,2,奔驰A级,188000,1.14,289,泰州
轿车,1,奔驰E级新能源,451800,1.37,78,廊坊
轿车,3,奔驰A级,165000,1.06,370,保定
轿车,2,奔驰C级(进口),279800,1.61,300,佛山
轿车,2,奔驰A级,179800,1.81,267,丹东
轿车,1,奔驰A级,173000,1.23,300,宁波
轿车,3,奔驰C级AMG,538000,1.53,430,厦门
轿车,1,奔驰A级,175799,2.42,580,惠州
轿车,1,奔驰A级,179800,1.65,280,常州
轿车,5,奔驰C级(进口),235000,2.88,600,淄博
轿车,1,奔驰A级,198000,1.98,330,泉州
轿车,1,奔驰A级,173800,1.39,160,嘉兴
轿车,1,奔驰E级新能源,458000,1.67,60,苏州
轿车,3,奔驰A级,161800,2.56,660,重庆
轿车,3,奔驰A级,169800,1.85,300,漳州
轿车,1,奔驰A级,188000,1.73,100,宁波
轿车,2,奔驰A级,191800,1.72,330,东莞
轿车,0,奔驰A级,212000,1.98,90,长沙
轿车,7,奔驰C级(进口),238800,2.53,700,长沙
轿车,0,奔驰A级,195799,1.35,77,重庆
轿车,2,奔驰C级(进口),306800,1.29,210,重庆
轿车,1,奔驰A级,206800,1.09,118,信阳
轿车,2,奔驰A级,188000,1.83,370,青岛
轿车,7,奔驰C级(进口),198000,2.94,850,成都
轿车,1,奔驰A级,189899,1.71,169,西安
轿车,2,奔驰A级,188000,1.98,170,常州
轿车,2,奔驰A级,178000,1.71,73,泰州
轿车,3,奔驰A级,168000,2.57,500,漳州
轿车,0,奔驰A级,205799,1.27,26,邯郸
轿车,2,奔驰A级,172800,1.56,229,平顶山
轿车,3,奔驰A级,185799,2.54,520,深圳
轿车,1,宝马M3,968000,1.16,60,广州
轿车,1,奔驰A级,199800,1.49,293,南京
轿车,1,奔驰A级,195799,1.84,180,泉州
轿车,1,奔驰A级,188000,1.03,229,中山
轿车,1,宝马M3,1100000,1.76,100,宁波
轿车,1,奔驰A级,209500,1.87,150,海口
轿车,2,奔驰C级(进口),315800,1.23,46,南京
轿车,2,奔驰C级(进口),279000,1.81,160,武汉
轿车,2,奔驰A级,169800,1.03,180,长沙
轿车,2,奔驰A级,188000,1.5,400,郑州
轿车,2,奔驰A级,168800,1.66,390,广州
轿车,2,奔驰A级,169800,1.42,250,宁波
轿车,1,奔驰A级,189800,1.23,100,东莞
轿车,3,奔驰C级(进口),268000,1.35,120,泉州
轿车,3,奔驰A级,165799,1.37,400,宁波
轿车,1,奔驰A级,179800,1.06,190,武汉
轿车,6,宝马M3,600000,1.17,220,厦门
轿车,2,奔驰A级,179800,2.35,600,西安
轿车,2,奔驰C级(进口),308000,1.15,66,太原
轿车,3,奔驰A级,154800,2.01,509,南宁
轿车,2,奔驰C级(进口),318000,1.72,60,青岛
轿车,3,奔驰A级,188000,1,300,东莞
轿车,4,奔驰C级(进口),236800,1.18,360,北京
轿车,3,奔驰C级AMG,509799,1.61,416,南京
轿车,2,奔驰A级,193000,1.25,110,沈阳
轿车,3,奔驰A级,188000,1.61,300,北京
轿车,7,奔驰C级(进口),208800,2.66,950,衢州
轿车,3,奔驰C级(进口),278000,1.72,450,苏州
轿车,1,奔驰A级,189000,1.48,196,昆明
轿车,1,奔驰A级,188000,2.92,590,昆明
轿车,0,奔驰A级,189800,1.38,60,广州
轿车,1,奔驰A级,179899,1.42,191,合肥
轿车,3,奔驰A级,168000,1.15,450,沈阳
轿车,4,奔驰C级(进口),276800,2.09,1000,深圳
轿车,1,奔驰A级,169800,1.1,434,南京
轿车,1,奔驰E级新能源,455800,1.1,124,南京
轿车,2,奔驰A级,177700,1.7,310,海口
轿车,0,奔驰E级新能源,438000,1.4,20,沈阳
轿车,0,奔驰A级,209000,1.18,46,南京
轿车,1,奔驰A级,172000,1.29,80,潍坊
轿车,0,奔驰E级新能源,455800,1.39,56,南京
轿车,3,奔驰A级,169800,1.17,450,广州
轿车,0,奔驰E级新能源,449799,1.73,38,南京
轿车,7,奔驰C级(进口),195799,2.76,700,南京
轿车,6,宝马M3,532000,1.91,800,郑州
轿车,2,奔驰A级,179000,1.42,72,沈阳
轿车,2,奔驰A级,188000,1.61,450,宜昌
轿车,3,奔驰C级(进口),248000,1.37,280,济南
轿车,1,奔驰A级,193800,1.74,130,东莞
轿车,2,奔驰A级,179800,1.51,400,东莞
轿车,0,奔驰E级新能源,445800,1.96,42,南京
轿车,2,奔驰C级(进口),276800,1.35,420,佛山
轿车,5,奔驰C级(进口),225000,2.04,861,北京
轿车,2,奔驰A级,179000,1.34,358,郑州
轿车,1,奔驰A级,199800,1.92,80,南京
轿车,1,奔驰A级,186800,1.52,140,广州
轿车,0,奔驰A级,195799,1.71,220,南京
轿车,2,奔驰A级,169000,2.04,540,重庆
轿车,0,奔驰E级新能源,445800,1.34,53,南京
轿车,0,奔驰E级新能源,449799,1.36,9,南京
轿车,3,奔驰A级,189800,2.63,570,东莞
轿车,2,奔驰A级,205799,1.6,290,西安
轿车,0,奔驰E级新能源,459799,1.46,42,郑州
轿车,2,奔驰A级,181800,1.08,240,重庆
轿车,2,奔驰A级,205000,1.67,40,漳州
轿车,2,奔驰C级(进口),289800,1.78,200,武汉
轿车,3,奔驰A级,189800,2.87,500,南京
轿车,3,奔驰A级,183000,1.58,190,南宁
轿车,2,奔驰A级,188800,1.33,400,无锡
轿车,7,奔驰C级(进口),205799,2.4,800,成都
轿车,2,奔驰C级(进口),268000,1.81,315,东莞
轿车,2,奔驰C级(进口),268800,1.59,366,重庆
轿车,2,奔驰A级,166800,1.64,220,东莞
轿车,2,奔驰C级(进口),258800,2.09,500,南通
轿车,2,奔驰A级,159800,2.36,919,合肥
轿车,3,奔驰C级(进口),271800,1.47,320,成都
轿车,3,奔驰A级,155800,1.56,459,嘉兴
轿车,3,奔驰A级,176000,2.62,530,福州
轿车,1,奔驰E级新能源,409799,1.59,80,大连
轿车,5,奔驰C级(进口),235000,1.69,270,沈阳
轿车,1,宝马M3,888000,1.7,60,昆明
轿车,3,奔驰A级,165000,2.09,600,北京
轿车,2,奔驰A级,179800,1.75,300,苏州
轿车,0,奔驰A级,173800,1.94,234,惠州
轿车,2,奔驰A级,186800,1.66,440,南京
轿车,1,奔驰E级新能源,426800,1.08,97,嘉兴
轿车,3,奔驰A级,176800,1.5,340,嘉兴
轿车,1,奔驰A级,198800,1.6,150,青岛
轿车,1,奔驰A级,196800,1.72,200,泉州
轿车,2,奔驰C级(进口),271800,1.63,350,贵阳
轿车,0,奔驰E级新能源,429799,1.36,70,杭州
轿车,1,奔驰E级新能源,426000,1.75,140,临沂
轿车,3,奔驰A级,168000,1.07,300,无锡
轿车,1,奔驰A级,188800,1.83,160,苏州
轿车,3,奔驰A级,176800,1.49,459,东莞
轿车,2,奔驰A级,158800,1.52,323,宁波
轿车,0,奔驰A级,218000,1.67,9,台州
轿车,2,奔驰A级,183000,1.5,400,烟台
轿车,3,奔驰A级,186800,1.63,375,宜昌
轿车,3,奔驰A级,159800,1.54,400,成都
轿车,1,奔驰A级,209800,1.31,200,丽水
轿车,2,奔驰A级,152800,1.55,459,嘉兴
轿车,0,奔驰A级,199800,1.74,66,西安
轿车,1,奔驰E级新能源,379799,1.9,356,杭州
轿车,2,奔驰A级,186200,2.55,500,苏州
轿车,2,奔驰A级,192000,1.38,80,合肥
轿车,1,奔驰E级新能源,398000,1.34,100,杭州
轿车,3,奔驰A级,158800,1.25,450,贵阳
轿车,1,奔驰A级,179899,1.54,46,保定
轿车,3,奔驰A级,168800,1.15,459,宁波
轿车,3,奔驰A级,158000,1.99,438,武汉
轿车,0,奔驰E级新能源,439799,1.42,40,青岛
轿车,0,奔驰A级,212800,1.14,129,杭州
轿车,2,奔驰A级,175000,1,300,泉州
轿车,1,奔驰A级,164800,1.99,173,杭州
轿车,0,奔驰E级新能源,455000,1.97,10,西安
轿车,7,奔驰C级(进口),233000,1.44,370,唐山
轿车,1,奔驰E级新能源,408000,1.53,110,郑州
轿车,1,奔驰E级新能源,419799,1.93,90,东莞
轿车,1,奔驰A级,178000,1.06,360,哈尔滨
轿车,2,奔驰A级,179500,1.4,200,苏州
轿车,1,奔驰A级,211800,1.52,110,长沙
轿车,2,奔驰A级,195799,1.23,200,宁波
轿车,2,奔驰A级,166800,1.65,390,成都
轿车,3,奔驰A级,158700,2.17,700,石家庄
轿车,1,奔驰A级,195799,1.07,150,襄阳
轿车,1,奔驰A级,168000,1.23,300,成都
轿车,1,奔驰A级,199800,1,31,咸阳
轿车,0,奔驰E级新能源,408000,1.61,90,沈阳
轿车,2,奔驰A级,213900,1.48,259,济宁
轿车,2,奔驰A级,169800,1.8,300,宁波
轿车,3,奔驰A级,168000,2.75,500,佛山
轿车,2,奔驰A级,175799,1.29,268,沈阳
轿车,2,奔驰A级,177000,2.07,550,南昌
轿车,3,奔驰A级,176800,2.31,800,昆明
轿车,2,奔驰A级,179800,2.03,670,绵阳
轿车,2,奔驰A级,160000,2.39,700,长沙
轿车,7,奔驰C级(进口),199800,2.92,858,上海
轿车,2,奔驰A级,195799,1.1,270,长沙
轿车,2,奔驰A级,205000,1.04,140,唐山
轿车,2,奔驰A级,198800,1.89,180,贵阳
轿车,7,奔驰C级(进口),208800,2.36,740,南宁
轿车,2,奔驰A级,208000,1.86,160,唐山
轿车,7,奔驰C级(进口),239800,2.84,700,唐山
轿车,8,宝马M3,403000,1.52,960,昆明
轿车,2,奔驰C级(进口),288800,1.63,130,石家庄
轿车,1,宝马M3,1028000,1.65,80,深圳
轿车,1,奔驰E级新能源,429000,1.09,24,杭州
轿车,2,奔驰A级,174000,1.15,140,杭州
轿车,3,奔驰C级(进口),269800,1.17,200,深圳
轿车,0,奔驰A级,209800,1.79,20,徐州
轿车,3,奔驰A级,155800,2.34,600,潍坊
轿车,5,奔驰C级(进口),219800,2.28,880,南京
轿车,1,奔驰A级,182000,1.22,110,哈尔滨
轿车,6,奔驰C级(进口),196000,2.64,800,济南
轿车,2,奔驰A级,167500,2.1,509,西安
轿车,3,奔驰A级,142800,1.4,300,宁波
轿车,2,奔驰A级,168000,1.99,200,宜昌
轿车,1,奔驰A级,199800,1.51,190,南京
轿车,0,奔驰A级,208000,1.23,3,成都
轿车,3,奔驰A级,161800,1.43,350,达州
轿车,8,宝马M3,450000,1.04,700,深圳
轿车,1,奔驰A级,204800,1.4,88,成都
轿车,2,奔驰A级,179000,1.1,210,张家口
轿车,7,奔驰C级(进口),229800,2.06,600,大连
轿车,1,奔驰A级,196000,1.15,90,潍坊
轿车,3,奔驰A级,151900,2.48,553,西安
MUV,2,威尔法,829800,1.55,450,深圳
MUV,3,奥德赛,236800,1.61,340,东莞
MUV,0,别克GL8,345000,1.04,5,临沂
MUV,4,别克GL8,261800,1.57,1000,合肥
MUV,1,别克GL8,299800,1.17,289,宁波
MUV,4,奔驰V级,469799,1.88,170,北京
MUV,14,迈特威,139800,2.94,827,北京
MUV,2,别克GL8,216800,1.97,740,北京
MUV,2,埃尔法,968000,2.21,500,深圳
MUV,7,埃尔法,798000,2.3,1100,深圳
MUV,1,埃尔法,1098000,1.03,100,深圳
MUV,2,雷克萨斯LM,1868000,1.13,60,深圳
MUV,4,埃尔法,898000,2.41,800,深圳
MUV,7,埃尔法,828000,2.61,1100,深圳
MUV,1,埃尔法,1168000,1.94,100,深圳
MUV,2,雷克萨斯LM,1598000,1.35,400,深圳
MUV,7,埃尔法,758000,2.26,700,深圳
MUV,7,奥德赛,153800,1.07,919,北京
MUV,3,艾力绅,199800,1.75,300,衢州
MUV,11,别克GL8,65800,2.01,1300,衢州
MUV,4,威霆,225799,1.05,600,衢州
MUV,1,别克GL8,318000,1.72,270,杭州
MUV,4,埃尔法,958000,1.07,430,郑州
MUV,1,别克GL8,209800,1.1,350,郑州
MUV,5,别克GL8,278800,1.91,420,北京
MUV,2,埃尔法,1080000,1.84,130,杭州
MUV,2,菱智,59800,1.63,150,上海
MUV,6,宝骏730,35800,1.2,400,上海
MUV,2,菱智,41800,2.22,690,上海
MUV,7,埃尔法,688000,2.59,1200,杭州
MUV,2,别克GL8,368000,1.42,200,杭州
MUV,7,SIENNA,289800,1.86,780,武汉
MUV,10,普瑞维亚,188000,2.79,1500,青岛
MUV,8,别克GL8,69800,1.96,110,武汉
MUV,6,长安欧尚A600,28800,1.42,400,上海
MUV,1,威霆,488000,1.81,1,合肥
MUV,2,奔驰V级,526000,1.19,154,合肥
MUV,4,别克GL6,67500,2.51,700,上海
MUV,0,奥德赛,309000,1.2,17,合肥
MUV,1,传祺M8,218000,1.29,252,合肥
MUV,1,威尔法,968000,1.34,98,合肥
MUV,4,奔驰V级,498000,1.61,319,合肥
MUV,2,威霆,289000,1.98,500,苏州
MUV,0,艾力绅,283000,1.66,274,合肥
MUV,0,别克GL8,423000,1.51,118,合肥
MUV,1,别克GL8,229000,1.19,360,无锡
MUV,3,奥德赛,245799,1.28,200,西安
MUV,1,传祺M8,170799,1.73,480,西安
MUV,1,别克GL8,316800,1.78,370,合肥
MUV,7,SIENNA,400000,1.38,80,重庆
MUV,0,奥德赛,283000,1.78,200,合肥
MUV,0,别克GL8,419799,1.2,70,合肥
MUV,6,艾力绅,212800,1.97,590,合肥
MUV,5,别克GL8,238000,1.74,700,无锡
MUV,3,普瑞维亚,298000,1.43,1100,合肥
MUV,0,别克GL8,439799,1.71,53,西安
MUV,2,埃尔法,998000,1.22,440,上海
MUV,4,传祺M8,145800,1.49,500,武汉
MUV,3,迈特威,472800,1.22,509,济南
MUV,2,雷克萨斯LM,1598000,1.78,26,三明
MUV,2,威然,243000,1.42,240,唐山
MUV,4,奥德赛,193800,1.49,400,昆明
MUV,7,奥德赛,129800,1.94,950,广州
MUV,2,传祺M8,209899,1.66,300,广州
MUV,5,奥德赛,163800,1.6,1200,北京
MUV,4,别克GL8,283000,1.3,200,郑州
MUV,2,奔驰V级,499799,1.29,170,济南
MUV,1,埃尔法,1172800,1.94,1,济南
MUV,1,传祺M8,228000,1.72,250,济南
MUV,0,别克GL8,422800,1.77,170,济南
MUV,2,别克GL8,398000,1.27,310,郑州
MUV,1,SIENNA,398000,1.32,110,苏州
MUV,3,艾力绅,279800,1.33,290,苏州
MUV,2,雷克萨斯LM,1598000,1.46,250,沈阳
MUV,3,威尔法,815000,2.86,600,济南
MUV,4,别克GL8,275000,1.16,900,长沙
MUV,7,埃尔法,738000,2.37,600,济南
MUV,2,奔驰V级,554000,1.38,34,西安
MUV,4,别克GL8,238800,1.29,501,上海
MUV,1,威霆,348000,1.42,13,徐州
MUV,10,埃尔法,375000,1.89,1300,北京
MUV,10,迈特威,179000,1.14,960,北京
MUV,1,赛那SIENNA,387000,1.1,229,郑州
MUV,1,别克GL8,228000,1.45,330,重庆
MUV,6,艾力绅,196800,1.24,400,长沙
MUV,6,奔驰V级,284800,1.51,1000,天津
MUV,1,别克GL8,279900,1.57,390,石家庄
MUV,5,别克GL8,137800,1.86,960,成都
MUV,10,迈特威,168800,2.65,1600,成都
MUV,1,传祺M8,172800,1.57,320,成都
MUV,7,途安,64800,2.63,700,成都
MUV,1,奥德赛,282000,1.38,200,石家庄
MUV,7,埃尔法,847000,1.78,225,郑州
MUV,11,奔驰R级,168800,2.64,1200,重庆
MUV,2,雷克萨斯LM,1838000,1.48,50,北京
MUV,6,Sprinter,418000,1.59,490,北京
MUV,5,Sprinter,458000,1.66,340,北京
MUV,1,威霆,458000,1.88,1,北京
MUV,11,福特E350,238000,2.14,610,北京
MUV,1,奔驰V级,548000,1.3,40,北京
MUV,1,威霆,498000,1.16,70,北京
MUV,1,别克GL8,346800,1.22,90,北京
MUV,0,艾力绅,275000,1.34,110,嘉兴
MUV,1,威霆,488000,1.45,1,厦门
MUV,1,威霆,498000,1.06,1,厦门
MUV,3,艾力绅,271800,1.09,130,长沙
MUV,1,别克GL8,448000,1.01,80,石家庄
MUV,3,SIENNA,339000,1.77,760,合肥
MUV,1,威霆,438000,1.47,1,合肥
MUV,6,艾力绅,185000,1.44,770,西安
MUV,2,别克GL8,308000,1.65,250,合肥
MUV,7,SIENNA,360000,1.48,300,北京
MUV,6,艾力绅,189800,1.9,690,石家庄
MUV,4,途安,95000,2.51,830,北京
MUV,4,威霆,369799,1.79,900,贵阳
MUV,5,奔驰V级,299800,1.93,880,上海
MUV,7,SIENNA,298000,1.76,270,广州
MUV,2,传祺M8,226800,1.33,100,成都
MUV,5,别克GL8,216800,1.24,40,金华
MUV,4,威霆,243000,1.77,610,广州
MUV,3,别克GL6,95800,1.74,424,重庆
MUV,2,途睿欧,211800,1.64,4,成都
MUV,0,别克GL8,398000,1.22,1,上海
MUV,2,雷克萨斯LM,1668000,1.81,110,上海
MUV,7,埃尔法,769800,2.37,590,上海
MUV,1,别克GL8,248000,1.92,108,石家庄
MUV,4,途睿欧,210000,1.49,340,北京
MUV,7,Sprinter,488000,1.14,310,北京
MUV,5,凯路威,335000,1.66,459,北京
MUV,5,奥德赛,168000,1.96,881,泉州
MUV,0,奥德赛,298000,1.66,1,上海
MUV,11,埃尔法,246800,2.43,1200,广州
MUV,1,传祺M8,213800,1.54,321,广州
MUV,1,奥德赛,209800,1.67,120,广州
MUV,1,别克GL8,438000,1.96,200,哈尔滨
MUV,1,传祺M8,228000,1.77,1,合肥
