kind,usingTime,brandName,money,performance,mile,where
面包车,13,长安之星S460,9800,3.86,1000,合肥
面包车,8,欧诺S,7500,1.38,450,杭州
面包车,0,远程E5,73000,1.13,150,泉州
面包车,7,五菱荣光V,19800,3.98,560,上海
面包车,8,欧诺S,14600,3.21,800,宁波
面包车,0,远程星享V,95800,1.07,200,杭州
面包车,11,五菱荣光,7800,1.6,250,杭州
面包车,3,五菱宏光V,42000,1.11,60,上海
面包车,3,五菱荣光,25600,1.56,430,上海
面包车,11,五菱荣光,7800,4.82,2500,杭州
面包车,1,好运1号,62800,2,580,泉州
面包车,9,五菱之光,9500,3.29,670,宁波
面包车,9,五菱之光,11200,3.97,520,宁波
面包车,8,五菱宏光,18800,1.84,120,广州
面包车,4,五菱荣光V,27500,1,229,上海
面包车,8,五菱荣光,16800,3.49,700,遵义
面包车,4,五菱荣光V,31600,1.09,300,昆明
面包车,9,五菱宏光,17000,3.22,981,嘉兴
面包车,1,瑞驰新能源EC35,59800,1.04,150,泉州
面包车,2,五菱EV50,63000,1.45,290,泉州
面包车,2,启腾M70EV,49800,1.45,240,泉州
面包车,6,五菱宏光,25800,1.8,488,上海
面包车,13,东风小康K17,5500,3.08,630,杭州
面包车,2,长安睿行M60,53000,1.11,70,宁波
面包车,6,北汽威旺306,7800,3.91,850,杭州
面包车,6,五菱宏光,26800,3.46,580,柳州
面包车,4,五菱宏光,27799,1.62,400,哈尔滨
面包车,5,启腾M70EV,28800,2.67,900,泉州
面包车,6,五菱宏光,29000,3.42,550,泉州
面包车,1,欧诺S,38000,1.05,85,上海
面包车,8,北汽威旺M20,12800,3.66,1200,东莞
面包车,8,北汽威旺M20,10500,3.84,730,宁波
面包车,11,五菱荣光,9000,1.29,30,宁波
面包车,7,五菱宏光,23000,3.4,700,泉州
面包车,1,海狮X30L,31800,1.47,360,宁波
面包车,13,长安之星2,4000,4.11,1500,昆明
面包车,2,启腾M70EV,46800,2.65,998,泉州
面包车,2,五菱EV50,55000,2.33,800,泉州
面包车,8,北汽威旺M20,15800,3.39,700,绍兴
面包车,4,五菱宏光,35800,2.82,580,东莞
面包车,6,海狮X30L,20500,3.35,580,宁波
面包车,4,海狮X30L,31800,1.14,200,宁波
面包车,8,北汽威旺M20,15800,1.77,350,广州
面包车,1,五菱宏光,56000,1.76,70,兰州
面包车,6,东风小康K07S,11100,3.45,700,合肥
面包车,7,五菱宏光,21800,4.95,1600,衢州
面包车,3,五菱宏光V,38000,1.65,180,宁波
面包车,8,风光330,27700,3.28,700,海口
面包车,3,五菱宏光V,38800,1.45,290,宁波
面包车,8,五菱宏光,20000,3.66,990,宁波
面包车,3,五菱荣光V,30800,1.97,215,宁波
面包车,7,五菱荣光V,18000,3.84,650,宁波
面包车,13,长安之星,6800,3.98,800,南京
面包车,8,北汽威旺M20,9800,3.2,900,绍兴
面包车,6,五菱荣光V,29800,1.16,390,清远
面包车,6,五菱荣光V,25000,1.47,370,宁波
面包车,8,欧诺S,15500,3.26,550,宁波
面包车,7,北汽幻速H2,19000,3.39,810,泉州
面包车,6,五菱荣光V,25800,1.81,430,宁波
面包车,6,风光330,17800,3.73,1000,东莞
面包车,11,五菱荣光,8900,3.25,1300,广州
面包车,9,五菱之光,13799,3.14,1200,哈尔滨
面包车,1,五菱宏光V,43800,1.7,390,杭州
面包车,8,风光330,23000,3.65,520,泉州
面包车,6,五菱宏光,29900,1.56,480,南充
面包车,6,五菱荣光V,33800,3.83,500,福州
面包车,9,五菱之光,9900,4.35,1500,昆明
面包车,3,五菱宏光,35800,2.82,500,东莞
面包车,3,五菱宏光,41800,1.62,450,嘉兴
面包车,0,东风小康EC36,79800,1.43,5,广州
面包车,1,SRM鑫源新能源海狮EV,66000,1.06,440,广州
面包车,3,五菱宏光V,42800,1.76,350,宁波
面包车,2,长安睿行M60,43800,1.62,380,杭州
面包车,7,欧诺S,23800,3.51,1200,宜宾
面包车,3,五菱宏光V,36900,1.32,400,郑州
面包车,4,东风小康EC36,45800,2.48,500,杭州
面包车,8,风光330,19800,3.2,600,银川
面包车,10,五菱荣光,15800,3.49,800,嘉兴
面包车,9,五菱宏光,23800,3.62,874,佛山
面包车,10,长安星光4500,18800,3.51,1000,上海
面包车,6,五菱荣光V,29800,3.48,919,东莞
面包车,4,风光330,27599,2.69,660,上海
面包车,7,北汽威旺M20,15800,3.18,1200,上海
面包车,6,海狮X30L,26800,3.75,700,上海
面包车,6,五菱荣光V,22799,3.05,650,宁波
面包车,9,五菱宏光,18000,3.44,770,广州
面包车,3,好运1号,49800,2.78,1200,广州
面包车,0,远程E5,69800,1.42,170,东莞
面包车,3,瑞驰新能源EC35,40800,2.78,1000,广州
面包车,3,东风小康K07S,16800,1.1,400,泉州
面包车,2,东风小康EC36,53800,2.53,800,广州
面包车,3,五菱宏光,39000,2.2,780,南京
面包车,12,五菱之光,13000,1.89,200,济南
面包车,5,欧诺S,21800,2.42,800,东莞
面包车,8,北汽威旺M20,13799,1.54,300,深圳
面包车,9,五菱宏光,18800,3.1,900,吉安
面包车,1,小海狮X30,34800,1.71,280,上海
面包车,10,五菱荣光,13799,3.65,890,上海
面包车,1,长安之星5,33600,1.12,200,上海
面包车,4,东风小康K05S,23600,1.65,409,江门
面包车,8,五菱宏光,16600,3.78,1000,宁波
面包车,12,五菱宏光,13799,3.26,900,佛山
面包车,10,长安之星2,11800,3.6,509,宁波
面包车,8,五菱宏光,27799,3.17,900,东莞
面包车,8,五菱宏光,23800,1.37,130,南宁
面包车,4,东风小康EC36,39800,2.42,768,南宁
面包车,6,五菱宏光,23800,3.26,900,佛山
面包车,1,瑞驰新能源EC35,55000,2.16,900,广州
面包车,2,五菱宏光,32000,2.92,500,台州
面包车,1,五菱荣光,39800,1.89,400,昆明
面包车,3,海豚EV,71800,2.65,600,广州
面包车,5,东风小康EC36,38800,2.61,640,东莞
面包车,7,北汽昌河M50S,21800,1.95,400,东莞
面包车,1,长安之星9EV,49800,2.79,550,东莞
面包车,0,江豚,98800,1.9,10,杭州
面包车,0,小海狮X30,36000,1.76,70,福州
面包车,6,五菱宏光,27799,3.81,650,宁波
面包车,11,五菱荣光,11800,3.72,910,宁波
面包车,12,五菱之光,9800,3.14,930,宁波
面包车,11,五菱荣光,13799,1.88,130,宁波
面包车,8,五菱宏光,18800,3.49,860,宁波
面包车,6,海狮X30L,25000,3.73,1100,福州
面包车,1,长安睿行EM60,69800,1.73,130,东莞
面包车,6,五菱荣光V,29800,3.05,760,福州
面包车,1,瑞驰新能源EC35,58000,2.82,670,东莞
面包车,2,五菱荣光EV,59800,2.47,570,东莞
面包车,2,瑞驰新能源EC35,59800,2.21,700,东莞
面包车,1,好运1号,58800,2.66,500,东莞
面包车,5,启腾M70EV,26800,2.6,900,东莞
面包车,1,瑞驰新能源EC35,59600,2.81,700,东莞
面包车,4,北汽威旺407EV,39800,2.06,800,东莞
面包车,3,风景V5新能源,51800,2.02,580,保定
面包车,5,风光330,19500,1.93,350,广州
面包车,3,优优EV,36600,2.28,850,东莞
面包车,2,比克兴熠,59800,1.96,2,保定
面包车,3,瑞驰新能源EC35,36800,2.18,790,保定
面包车,3,五菱宏光V,44000,1.45,158,泉州
面包车,3,好运1号,91800,1.73,2,保定
面包车,8,五菱宏光,32800,3.75,750,郑州
面包车,14,五菱之光,8800,3.33,1400,广州
面包车,13,长安之星,12800,3.7,800,广州
面包车,2,启腾M70EV,60000,2.29,509,泉州
面包车,7,五菱宏光,25800,3.03,790,东莞
面包车,3,SRM鑫源新能源小海狮EV,53800,2.94,620,天津
面包车,6,五菱荣光V,23500,3.6,610,合肥
面包车,2,五菱荣光EV,76800,2.74,500,杭州
面包车,0,五菱宏光V,43800,1.71,300,东莞
面包车,8,五菱宏光,28800,3.34,1100,六安
面包车,6,东风小康K07S,12800,3.98,900,芜湖
面包车,1,东风小康EC36,73800,2.16,500,杭州
面包车,3,五菱宏光,39800,2.09,530,南宁
面包车,4,风光330,27799,1.21,300,宁波
面包车,2,五菱荣光EV,72800,1.34,168,深圳
面包车,5,东风小康EC36,39800,2.43,800,重庆
面包车,0,海狮X30L,43800,1.73,70,苏州
面包车,4,五菱宏光,45000,1.07,400,成都
面包车,7,五菱宏光,39800,3.31,670,宝鸡
面包车,3,五菱宏光,43800,2.48,530,六安
面包车,4,风光330,31800,2.96,500,苏州
面包车,11,五菱荣光,15800,3.4,700,南京
面包车,6,北汽幻速H2,12800,1.58,70,厦门
面包车,6,五菱荣光V,25500,3.72,740,厦门
面包车,12,五菱宏光,12800,3.49,1100,温州
面包车,7,五菱宏光,21500,3.61,981,三明
面包车,0,吉奥帅凌,85800,1.75,250,东莞
面包车,8,风光330,18800,3.82,620,昆明
面包车,13,五菱荣光,9800,1.04,30,宁波
面包车,1,五菱EV50,99800,1.38,1,青岛
面包车,3,欧诺S,32800,1.12,420,郑州
面包车,1,五菱宏光V,41800,1.87,120,合肥
面包车,7,五菱宏光,27799,1.3,400,宁波
面包车,8,五菱宏光,25500,3.28,700,三明
面包车,1,海狮X30L,36000,1.3,210,广州
面包车,12,五菱之光,6500,3.54,900,济南
面包车,6,五菱宏光,28000,3.38,869,南宁
面包车,4,五菱宏光,26800,2.38,580,武汉
面包车,6,五菱宏光,23800,1.84,480,上海
面包车,9,北汽威旺205,6700,3.19,1000,东莞
面包车,7,北汽威旺M30,12700,4.47,1800,东莞
面包车,8,五菱宏光,16800,3.22,690,南宁
面包车,11,五菱荣光,9800,3.56,890,广州
面包车,9,欧诺S,14000,3.51,720,上海
面包车,8,五菱宏光,15000,3.64,620,上海
面包车,6,五菱荣光V,23800,3.71,580,上海
面包车,8,五菱宏光,21800,3.61,680,上海
面包车,11,五菱荣光,11800,3.69,680,上海
面包车,12,五菱之光,8800,3.24,850,上海
面包车,7,五菱荣光V,18800,3.04,720,上海
面包车,10,五菱荣光,14500,3.5,720,上海
面包车,8,欧诺S,13799,4.19,1600,苏州
面包车,12,五菱宏光,13799,3.35,762,上海
面包车,10,五菱荣光,18800,3.25,586,上海
面包车,9,五菱宏光,18800,3.22,700,合肥
面包车,4,五菱荣光V,27500,1.9,420,上海
面包车,8,五菱宏光,23600,3.67,800,南宁
面包车,3,五菱宏光,35100,2.78,700,厦门
面包车,1,五菱EV50,99800,1.47,3,无锡
面包车,13,长安之星,7800,4.44,1500,昆明
面包车,6,北汽威旺306,13799,1.79,380,上海
面包车,10,五菱荣光,11800,3.95,865,上海
面包车,8,五菱宏光,23000,3.96,590,昆明
面包车,11,丰顺,5800,3.58,1100,广州
面包车,7,五菱之光,19800,1.94,100,上海
面包车,3,海狮X30L,36800,1,200,上海
面包车,3,五菱宏光,43800,1.26,90,上海
面包车,8,五菱宏光,26800,3.13,590,温州
面包车,8,欧诺S,23800,3.43,880,温州
面包车,2,小海狮X30,28800,1.29,200,上海
面包车,6,五菱宏光,37800,1.44,440,温州
面包车,8,五菱宏光,20800,3.85,800,温州
面包车,1,海狮X30L,39800,1.53,130,上海
面包车,9,欧诺S,12800,3.56,699,上海
面包车,4,五菱宏光,29800,2.73,500,温州
面包车,7,乐途,15800,3.37,800,上海
面包车,7,五菱荣光V,18800,3.99,800,上海
面包车,13,五菱荣光,13799,3.65,1100,广州
面包车,10,优优,13000,3.11,600,南宁
面包车,4,五菱宏光,35800,1.02,150,徐州
面包车,11,东风小康V07S,6800,3.22,1000,锦州
面包车,3,五菱荣光V,28800,1.19,380,上海
面包车,8,五菱宏光,15800,3.91,680,上海
面包车,6,五菱荣光V,25800,1.49,480,上海
面包车,7,五菱荣光V,26000,3.53,1400,广州
面包车,8,北汽威旺M20,15800,3.34,620,上海
面包车,2,小海狮X30,25800,1.31,280,上海
面包车,8,欧诺S,16000,3.28,780,上海
面包车,6,五菱宏光,35800,1.24,400,南宁
面包车,6,五菱荣光V,25500,3.69,800,合肥
